"state_cd","state","year","cms_notes","cms_plan_type","cms_program_name","cms_plan_name","cms_geographic_region","cms_medicaid_only_enrollment","cms_dual_enrollment","cms_total_enrollment","cms_parent_organization","kff_mco_name","kff_parent_firm","kff_comprehensive_plan_flag","taf_enrollee_count","taf_n_enrollees_at_least_one_claim","cms_plan_unmatched","taf_plan_unmatched","matched_last_year","matched_next_year","matched","chse_blue_cross_blue_shield_flag","chse_parent_firm","chse_mco_name","taf_no_enrollment_or_claims"
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,1421,NA,0,0,NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,354,NA,0,0,NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,434,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,173,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,81,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,918,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,393,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,110,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,817,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,1186,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,188,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,283,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,44,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,334,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,260,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,23,NA,0,0,1,NA,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,161,NA,0,0,1,NA,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,425,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,532,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,1220,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,394,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,595,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,1728,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,467,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,610,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,654,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,962,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,22,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,783,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,847,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,1040,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,909586,NA,0,1,1,1,0,0,"Providence Health & Services","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,485,NA,0,0,1,NA,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,21,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,136,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,1102,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,1113,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,438,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,1686,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,665,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,4265,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,3809,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,236,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,231,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,166,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,1059,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,3412,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,4513,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,5226,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,3673,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,1453,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,12,NA,0,0,1,NA,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,491,NA,0,0,1,NA,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,1139,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,1303,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,111,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,86,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,39,NA,0,0,NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,1280,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,16,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,742,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,290,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,5,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,133,NA,0,0,NA,NA,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,361,NA,0,0,1,NA,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,434,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,359,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,4338,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,623,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,737,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,706,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,308,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,664,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,2407,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,993,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,3691,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,1189,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,1093,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,630,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,157,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,35,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,395,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,947,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,3725,NA,0,0,1,NA,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,366,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,2674,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,501,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,104,NA,0,0,1,NA,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,384,NA,0,0,1,NA,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,1840,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
"OK","Oklahoma",2018,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"Oklahoma Health Care Authority",NA,NA,0,869,NA,0,0,1,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority",0
