state_cd,taf_mc_plan_id,chse_mco_name,state,year,cms_notes,cms_plan_type,cms_program_name,cms_plan_name,cms_geographic_region,cms_medicaid_only_enrollment,cms_dual_enrollment,cms_total_enrollment,cms_parent_organization,kff_mco_name,kff_comprehensive_plan,taf_mc_plan_name,taf_enrollment,taf_enrollment_in_claims,chse_matched_next_year,chse_blue_cross_blue_shield_flag,chse_parent_firm,kff_parent_firm,chse_matched_last_year,chse_parent_firm_acquisition_date,chse_parent_firm_name_change_date
OK,*100689860D,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,PURCELL INDIAN HEALTH CLINIC,176,153,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100695360E,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,COFFEYVILLE REGIONAL MEDICAL CENTER INC,26,,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100699540Q,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,ST ANTHONY FAMILY MEDICINE CENTER,40,,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100699600M,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,CHOCTAW NATION - TALIHINA,2432,2368,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100699600N,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,RUBEN WHITE IND HLTH CLN,670,638,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100699600O,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,CHOCTAW NATION - MCALESTER,1049,1007,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100699600P,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,CHOCTAW NAT HC - HUGO,216,200,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100699600Q,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,CHOCTAW NATION HEALTH,157,134,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100699600V,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,CHOCTAW NATION HEALTH CARE-IDABEL,387,362,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100699600W,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,CHOCTAW NATION HEALTH CARE - STIGLER,203,194,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100699600Y,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,CHOCTAW NATION - ATOKA,153,147,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100699660C,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,LAVERNE FAMILY HEALTH CLINIC,419,331,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100699660G,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,BUFFALO FAMILY HEALTH CLINIC,173,135,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100699690C,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,CARNEGIE TRI-COUNTY MUNICIPAL,379,233,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100699800R,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,CHEROKEE NATION - WILMA P MANKILLER HEALTH CENTER,882,857,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100699800S,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,CHEROKEE NATION - THREE RIVERS HEALTH CENTER,1249,1182,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100699800W,Multiple Primary Care Providers,Oklahoma,2018,,Program of All-Inclusive Care for the Elderly (PACE),PACE (Program of All-inclusive Care for the Elderly (PACE)),Cherokee Elder Care (CEC),"74464, 74441, 74423, 74960, 74427, 74465, 74403, 74457, 74451, 74352, 74434, 74401, 74471, 74364, 74347, 74402, 74444, 74368, 74964, 74446, 74452, 74359, 74965, 74439",0,0,0,PACE,"",0,CHEROKEE NATION - CHEROKEE ELDER CARE/PACE,107,107,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100699800X,Multiple Primary Care Providers,Oklahoma,2018,,Program of All-Inclusive Care for the Elderly (PACE),PACE (Program of All-inclusive Care for the Elderly (PACE)),Cherokee Elder Care (CEC),"74464, 74441, 74423, 74960, 74427, 74465, 74403, 74457, 74451, 74352, 74434, 74401, 74471, 74364, 74347, 74402, 74444, 74368, 74964, 74446, 74452, 74359, 74965, 74439",14,134,148,PACE,"",0,CHEROKEE NATION - CHEROKEE ELDER CARE/PACE - NI,91,91,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100699820F,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,BUSTER RHC,314,134,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100699860H,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,ABSENTEE SHAWNEE TRIBAL CLINIC -NORMAN,611,557,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100699860I,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,LITTLE AXE CLINIC - NI,233,220,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100699860L,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,ABSENTEE SHAWNEE TRIBAL CLINIC,561,535,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100699860M,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,ABSENTEE SHAWNEE TRIBAL CLINIC - NI,231,226,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100699900N,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,PURCELL MED CLINIC,2905,2039,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100699960G,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,LOVE COUNTY RURAL HEALTH CENTER,1098,243,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100700010K,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,ALLIANCEHEALTH CLINIC WEATHERFORD,99,,1,0,Oklahoma Health Care Authority,"",,,
OK,*100700120O,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,RINGLING FAMILY CARE,241,108,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100700120P,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,RYAN FAMILY CARE,135,,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100700250D,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,OKEENE HOSPITAL MEDICAL CLINIC,716,553,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100700450D,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,SMH RHC,243,,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100700590C,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,WHITE EAGLE HEALTH CENTER,101,98,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100700600C,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,NORTHEASTERN TRIBAL HLTH,384,349,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100700620H,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,EL RENO INDIAN HLTH CTR,226,206,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100700620I,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,PAWNEE INDIAN HLTH CTR,306,283,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100700620J,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,WEWOKA INDIAN HLTH CTR,683,668,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100700620K,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,CLINTON INDIAN HEALTH CENTER,732,719,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100700620M,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,CLAREMORE INDIAN HOSPITAL,998,936,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100700620O,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,WATONGA INDIAN HLTH CTR,56,54,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100700620P,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,ANADARKO INDIAN HLTH CTR,918,881,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100700620Q,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,CARNEGIE INDIAN HLTH CTR,48,45,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100700620R,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,LAWTON INDIAN HOSPITAL,1735,1664,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100700690M,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,BLANCHARD FAMILY MEDICINE,139,,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100700730L,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,HEAVENER MEDICAL CLINIC,463,,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100700730M,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,FAMILY MEDICAL CLINIC,3494,862,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100700740E,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,CIMARRON MEMORIAL RURAL HLT CLN,375,176,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100700750Z,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,LAWTON COMMUNITY HEALTH CENTER,8196,5331,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100700760G,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,COMMUNITY CLINIC OF TURPIN,199,,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100700760H,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,COMMUNITY CLINIC OF BEAVER,418,,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100700790E,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,ARBUCKLE FAMILY CLINIC,755,324,,0,Oklahoma Health Care Authority,"",1,,
OK,*100700790I,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,ARBUCKLE FAMILY CLINIC,661,239,1,0,Oklahoma Health Care Authority,"",,,
OK,*100700800C,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,FAIRVIEW REGIONAL MEDICAL CENTER,789,561,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100700820G,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,RUSH SPRINGS FAMILY MEDICAL CLINIC,323,,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100700820I,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,TUTTLE FAMILY MEDICAL CLINIC,34,,1,0,Oklahoma Health Care Authority,"",,,
OK,*100700820K,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,FIVE OAKS FAMILY MEDICAL CLINIC,5083,804,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100700900E,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,COMMUNITY MEDICAL CLINIC,456,312,,0,Oklahoma Health Care Authority,"",1,,
OK,*100700900G,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,COMMUNITY MEDICAL CLINIC,567,328,1,0,Oklahoma Health Care Authority,"",,,
OK,*100707120C,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,PHYSICIANS URGENT CARE CENTER,1992,1180,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100707630A,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,EUFAULA INDIAN HLTH CTR,218,214,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100707800A,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,PERKINS FAMILY CLINIC,170,164,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100707860C,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,COMANCHE FAMILY CARE,269,93,1,0,Oklahoma Health Care Authority,"",,,
OK,*100707860D,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,DBA VELMA FAMILY CARE,120,64,1,0,Oklahoma Health Care Authority,"",,,
OK,*100707860E,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,DUNCAN FAMILY CARE,1942,912,1,0,Oklahoma Health Care Authority,"",,,
OK,*100707860F,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,DUNCAN MEDICAL ASSOCIATES,3019,1535,1,0,Oklahoma Health Care Authority,"",,,
OK,*100707860G,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,DBA MARLOW FAMILY CARE,150,57,1,0,Oklahoma Health Care Authority,"",,,
OK,*100707880A,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,BEARSKIN HEALTH CLINIC,110,100,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100707880D,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,BEARSKIN HEALTH CLINIC - NI,47,45,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100708040N,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,WARREN CLINIC SOUTH FAMILY MEDICINE BISHOPS 420,163,,1,0,Oklahoma Health Care Authority,"",,,
OK,*100708210B,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,OKMULGEE PEDIATRICS,4543,3604,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100708410B,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,"CLINICO,LLC                                                                       ",857,,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100709120B,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,MARY MAHONEY FQHC,2286,1428,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100709120C,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,MARY MAHONEY LANGSTON FQHC,307,179,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100709120D,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,HEALING HANDS HEALTH CENTER FOR THE HOMELESS,538,318,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100709120J,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,PERRY A KLASSEN FAMILY MEDICAL CENTER,1070,615,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100709120K,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,"COMMUNITY HEALTH CENTERS, INC.                                                    ",81,,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100709120L,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,"COMMUNITY HEALTH CENTERS, INC.                                                    ",389,231,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100709120N,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,CHCI SHAWNEE FAMILY MEDICAL CENTER,2086,600,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100709130D,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,SAPULPA INDIAN HEALTH CENTER,223,215,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100719570B,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,CURTESS-WELCH LISA A,3,,,0,Oklahoma Health Care Authority,"",1,,
OK,*100724960A,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,TISHOMINGO CHICKASAW HLTH,273,250,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100725610Z,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,COMANCHE COMMUNITY HEALTH CENTER,417,239,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100726490A,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,CHICKASAW NATION MEDICAL CENTER,2877,2780,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100726640A,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,OKMULGEE INDIAN HLTH CTR,958,918,1,0,Oklahoma Health Care Authority,"",1,,
OK,*100728770E,Multiple Primary Care Providers,Oklahoma,2018,,Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,Statewide,0,0,0,Oklahoma Health Care Authority,"",0,VARIETY CARE AT MID-DEL,3145,2091,1,0,Oklahoma Health Care Authority,"",1,,
