"state","state_cd","year","cms_plan_type","cms_program_name","cms_plan_name","cms_geographic_region","cms_medicaid_only_enrollment","cms_dual_enrollment","cms_total_enrollment","cms_parent_organization","kff_mco_name","kff_parent_firm","kff_comprehensive_plan","taf_enrollment","taf_enrollment_in_claims","chse_matched_last_year","chse_matched_next_year","chse_blue_cross_blue_shield_flag","chse_parent_firm","chse_mco_name"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"248","206",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"Less than 100",NA,1,NA,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"Less than 100",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"Less than 100",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"148",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"Less than 100",NA,1,NA,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"Less than 100",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"313","201",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"Less than 100",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"Less than 100","Less than 100",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"Less than 100",NA,1,NA,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
NA,"OK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"Less than 100",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"1061","536",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"644","633",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"363","349",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"Less than 100",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"Less than 100",NA,NA,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"179",NA,NA,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"212",NA,NA,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"448",NA,NA,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
NA,"OK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"Less than 100",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"2605","2530",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"1097","1068",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"1274","1253",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"326","319",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"407","376",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"572","544",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"300","295",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"219","209",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"424","295",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"168","124",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"308","193",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"984","976",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"1551","1505",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
NA,"OK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oklahoma","OK",2020,"Program of All-Inclusive Care for the Elderly (PACE)","PACE (Program of All-inclusive Care for the Elderly (PACE))","Cherokee Elder Care (CEC)","74347, 74352, 74364, 74365, 74401, 74402, 74403, 74423, 74427, 74434, 74441, 74451, 74452, 74457, 74464  74465, 74471, 74960, 74964, 74965, 74359, 74931, 74435, 74962, 74945, 74955, 74467",22,166,188,"Cherokee Elder Care (CEC)",NA,NA,0,"111","111",1,1,0,"Cherokee Nation Comprehensive Care Agency","Cherokee Elder Care (CEC)"
"Oklahoma","OK",2020,"Program of All-Inclusive Care for the Elderly (PACE)","PACE (Program of All-inclusive Care for the Elderly (PACE))","Cherokee Elder Care (CEC)","74347, 74352, 74364, 74365, 74401, 74402, 74403, 74423, 74427, 74434, 74441, 74451, 74452, 74457, 74464  74465, 74471, 74960, 74964, 74965, 74359, 74931, 74435, 74962, 74945, 74955, 74467",0,0,0,"Cherokee Elder Care (CEC)",NA,NA,0,"109","108",1,1,0,"Cherokee Nation Comprehensive Care Agency","Cherokee Elder Care (CEC)"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"342",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"1238","1114",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"219","200",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"1083","1020",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"203","185",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"2339","1528",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"1017",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"432",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"293",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"193",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"610","451",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"1785",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"134",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"132","124",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"504","487",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"351","348",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"465","450",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"598","585",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"936","903",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"1582","1535",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"Less than 100","Less than 100",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"1082","1068",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"Less than 100","Less than 100",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"2273","2213",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"433",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"3414",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"350",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"8199","Less than 100",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"240",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"392",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"1125",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"855","611",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"250",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"224","Less than 100",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"5148",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"565",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"472","452",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"1642","1276",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"729","466",NA,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"195","187",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"346",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"166",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"1892",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"2491",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"264",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"151","145",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"Less than 100","Less than 100",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"153","Less than 100",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"3687","3080",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"603",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"1647",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"240",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"372",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"1287",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"378",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"1523",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"485","455",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"465","448",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"248",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"3891","3802",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
