"state","state_cd","year","cms_notes","cms_plan_type","cms_program_name","cms_plan_name","cms_geographic_region","cms_medicaid_only_enrollment","cms_dual_enrollment","cms_total_enrollment","cms_parent_organization","kff_mco_name","taf_enrollment","taf_enrollment_in_claims","chse_matched_next_year","chse_blue_cross_blue_shield_flag","chse_parent_firm","chse_mco_name"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"Less than 100",NA,NA,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"716","672",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"999","901",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"1219","1103",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"777","753",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"1026","984",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"606","539",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"541","520",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"693","671",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"877","825",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"837","764",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"Less than 100","Less than 100",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"4939","4550",NA,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
NA,"OK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"5952","5521",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"755","699",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"564","530",NA,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"976","900",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"295","272",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"527","466",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"12620","11605",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"9318","8576",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"3411","2862",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"3201","2840",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"3819","3412",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"1605","1495",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"Less than 100",NA,NA,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"390","358",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"1995","1849",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"701","628",NA,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"Less than 100","Less than 100",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"Less than 100","Less than 100",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"Less than 100","Less than 100",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"Less than 100",NA,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",538738,0,538738,"Multiple Primary Care Providers",NA,"545","503",NA,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"2303","2165",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"1123","989",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"1419","1339",NA,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"4849","4691",NA,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"811","347",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"Less than 100",NA,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"Less than 100",NA,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"5517","5312",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"6117","5752",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"Less than 100",NA,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"1511","1381",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"298","273",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"207","186",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"141","131",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"19578","18410",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"777","685",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"316","305",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"3861","3429",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"1009","912",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"739","638",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"1131","994",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"1950","1640",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"4423","3959",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"500","454",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"422","377",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"102",NA,NA,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"471","449",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"Less than 100","Less than 100",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"Less than 100","Less than 100",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"Less than 100","Less than 100",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"Less than 100",NA,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
NA,"OK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"Less than 100","Less than 100",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"831","771",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"294","246",NA,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"517","496",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"168","159",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"Less than 100","Less than 100",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"1089","1017",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"371","348",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"Less than 100",NA,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"1050","921",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"1141","1043",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"185","177",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"Less than 100","Less than 100",NA,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"302","274",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"551","493",NA,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"Less than 100","Less than 100",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"386","357",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"485","462",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"Less than 100","Less than 100",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"186","146",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"396","368",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"557","518",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"1385","1293",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"148","126",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"634","582",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"2144","1950",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"362","331",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"482","403",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"645","593",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"653","585",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"269","253",NA,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"Less than 100",NA,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2017,"","Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",0,0,0,"Multiple Primary Care Providers",NA,"792","736",1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
