"state_cd","state","year","cms_notes","cms_plan_type","cms_program_name","cms_plan_name","cms_geographic_region","cms_medicaid_only_enrollment","cms_dual_enrollment","cms_total_enrollment","cms_parent_organization","kff_mco_name","kff_parent_firm","kff_comprehensive_plan_flag","taf_enrollee_count","taf_n_enrollees_at_least_one_claim","cms_plan_unmatched","taf_plan_unmatched","matched_last_year","matched_next_year","matched","chse_blue_cross_blue_shield_flag","chse_parent_firm","chse_mco_name","taf_no_enrollment_or_claims"
"NJ","New Jersey",2019,"","Comprehensive MCO + MLTSS","FIDE SNP (Comprehensive MCO + MLTSS)","Wellcare Liberty (HMO SNP)","Atlantic, Bergen, Camden, Essex, Hudson, Mercer, Middlesex, Morris, Passaic, Somerset, Union Counties",0,3836,3836,"WellCare Health Plans, Inc.","WellCare of New Jersey","WellCare",1,106384,108515,0,0,1,1,1,0,"WellCare","WellCare of New Jersey",0
"NJ","New Jersey",2019,"","Comprehensive MCO + MLTSS","NJFamilyCare (Comprehensive MCO + MLTSS)","WellCare of New Jersey","All counties except Hunterdon",53389,13911,67300,"WellCare Health Plans Inc.","WellCare of New Jersey","WellCare",1,NA,NA,0,0,1,1,1,0,"WellCare","WellCare of New Jersey",0
"NJ","New Jersey",2019,"","Comprehensive MCO + MLTSS","NJFamilyCare (Comprehensive MCO + MLTSS)","Aetna Better Health NJ","Statewide",52266,6807,59073,"CVS Health","Aetna Better Health NJ","Aetna/CVS",1,101258,103540,0,0,1,1,1,0,"CVS Health Corporation","Aetna Better Health NJ",0
"NJ","New Jersey",2019,"","Program of All-Inclusive Care for the Elderly (PACE)","PACE (Program of All-inclusive Care for the Elderly (PACE))","Beacon of LIFE","Monmouth County",10,105,115,"AcuteCare Health System",NA,NA,0,170,170,0,0,1,1,1,0,"Acute Care Health System, LLC","AcuteCare Health System",0
"NJ","New Jersey",2019,"","Program of All-Inclusive Care for the Elderly (PACE)","PACE (Program of All-inclusive Care for the Elderly (PACE))","Atlanticare LIFE","Atlantic and Cape May Counties",17,75,92,"AtlantiCare, a member of Geisinger Commonwealth School of Medicine",NA,NA,0,115,115,0,0,1,1,1,0,"AtlantiCare","AtlantiCare, a member of Geisinger Commonwealth School of Medicine",0
"NJ","New Jersey",2019,"","Comprehensive MCO + MLTSS","NJFamilyCare (Comprehensive MCO + MLTSS)","Horizon NJ Health","Statewide",710660,66576,777236,"Horizon Blue Cross Blue Shield of New Jersey","Horizon NJ Health","",1,NA,NA,0,0,1,1,1,0,"Horizon","Horizon NJ Health",0
"NJ","New Jersey",2019,"","Comprehensive MCO + MLTSS","FIDE SNP (Comprehensive MCO + MLTSS)","Horizon NJ TotalCare (HMO SNP)","Statewide",0,11241,11241,"Horizon Healthcare of New Jersey, Inc.","Horizon NJ Health","",1,1060885,1086600,0,0,1,1,1,0,"Horizon","Horizon NJ Health",0
"NJ","New Jersey",2019,"","Comprehensive MCO + MLTSS","NJFamilyCare (Comprehensive MCO + MLTSS)","UnitedHealthcare Community Plan","Statewide",349626,32036,381662,"UnitedHealthcare","UnitedHealthcare Community Plan","UnitedHealth Group",1,NA,NA,0,0,1,1,1,0,"United Healthcare","UnitedHealthcare Community Plan",0
"NJ","New Jersey",2019,"","Comprehensive MCO + MLTSS","FIDE SNP (Comprehensive MCO + MLTSS)","UnitedHealthcare Dual Complete ONE (HMO SNP)","Atlantic, Bergen, Burlington, Camden, Cumberland, Essex, Gloucester, Hudson, Hunterdon, Mercer, Middlesex, Monmouth, Morris, Ocean, Passaic, Salem, Somerset, Sussex, Union Counties",0,22993,22993,"UnitedHealthcare Community Plan","UnitedHealthcare Community Plan","UnitedHealth Group",1,570175,583856,0,0,1,1,1,0,"United Healthcare","UnitedHealthcare Community Plan",0
"NJ","New Jersey",2019,"","Comprehensive MCO + MLTSS","NJFamilyCare (Comprehensive MCO + MLTSS)","Amerigroup New Jersey Inc","Statewide",150280,15555,165835,"Anthem","Amerigroup New Jersey Inc","Anthem",1,NA,NA,0,0,1,1,1,0,"Anthem","Amerigroup New Jersey Inc",0
"NJ","New Jersey",2019,"","Comprehensive MCO + MLTSS","FIDE SNP (Comprehensive MCO + MLTSS)","Amerivantage Dual Coordination (HMO SNP)","Bergen, Burlington, Camden, Hudson, Middlesex, Monmouth, Ocean, Passaic, Somerset, Union Counties",0,9011,9011,"Amerigroup New Jersey, Inc (Anthem)","Amerivantage Dual Coordination","Anthem",1,253926,259902,0,0,1,1,1,0,"Anthem","Amerigroup New Jersey Inc",0
"NM","New Mexico",2019,"","Comprehensive MCO + MLTSS","Centennial Care (Comprehensive MCO + MLTSS)","Presbyterian Health Plan","Statewide",348401,25828,374229,"Presbyterian Health Plan","Presbyterian Health Plan","",1,439440,439524,0,0,1,1,1,0,"Presbyterian Healthcare Services","Presbyterian Health Plan",0
"NM","New Mexico",2019,"","Comprehensive MCO + MLTSS","Centennial Care (Comprehensive MCO + MLTSS)","Western Sky Community Care, Inc.","Statewide",57212,2611,59823,"Centene Corporation","Western Sky Community Care, Inc.","Centene",1,82169,82176,0,0,NA,1,1,0,"Centene","Western Sky Community Care, Inc.",0
"NM","New Mexico",2019,"","Comprehensive MCO + MLTSS","Centennial Care (Comprehensive MCO + MLTSS)","Blue Cross Blue Shield of NM","Statewide",221204,12385,233589,"Health Care Service Corporation","Blue Cross Blue Shield of NM","Health Care Service Corporation",1,282013,282011,0,0,1,1,1,1,"Health Care Service Corporation","Blue Cross Blue Shield of NM",0
"NM","New Mexico",2019,"","Program of All-Inclusive Care for the Elderly (PACE)","Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Innovage New Mexico PACE dba Total Community Care","Bernalillo County, Sandoval County, Valencia County",62,732,794,"Innovage New Mexico PACE dba Total Community Care",NA,NA,0,NA,NA,1,0,0,0,0,0,"Innovage","Innovage New Mexico PACE dba Total Community Care",0
"NV","Nevada",2019,"","Comprehensive MCO","Mandatory Health Maintenance Program (MCO) (Comprehensive MCO)","Health Plan of Nevada (HPN)","88901, 88905, 89002, 89004, 89005, 89006, 89009, 89011, 89012, 89014, 89015, 89016, 89030, 89031, 89032, 89033, 89036, 89044, 89052, 89053, 89054, 89074, 89077, 89081, 89084, 89085, 89086, 89087, 89101, 89102, 89103, 89104, 89105, 89106, 89107, 89108, 89109, 89110, 89111, 89112, 89113, 89114, 89115, 89116, 89117, 89118, 89119, 89120, 89121, 89122, 89123, 89124, 89125, 89126, 89127, 89128, 89129, 89130, 89131, 89132, 89133, 89134, 89135, 89136, 89137, 89138, 89139, 89140, 89141, 89142, 89143, 89144, 89145, 89146, 89147, 89148, 89149, 89150, 89151, 89152, 89153, 89154, 89155, 89156, 89157, 89159, 89160, 89161, 89162, 89163, 89164, 89165, 89166, 89169, 89170, 89173, 89177, 89178, 89179, 89180, 89183, 89185, 89191, 89193, 89195, 89199, 89431, 89432, 89433, 89434, 89435, 89436, 89439, 89441, 89501, 89502, 89503, 89504, 89505, 89506, 89507, 89508, 89509, 89510, 89511, 89512, 89513, 89515, 89519, 89520, 89521, 89523, 89533, 89555, 89557, 89570, 89595, 89599",0,0,0,"UnitedHealthcare","Health Plan of Nevada (HPN)","UnitedHealth Group",1,40115,40200,0,0,1,1,1,0,"United Healthcare","Health Plan of Nevada",0
"NV","Nevada",2019,"","Comprehensive MCO","Mandatory Health Maintenance Program (MCO) (Comprehensive MCO)","Anthem Blue Cross Blue Shield of Nevada (ANT)","88901, 88905, 89002, 89004, 89005, 89006, 89009, 89011, 89012, 89014, 89015, 89016, 89030, 89031, 89032, 89033, 89036, 89044, 89052, 89053, 89054, 89074, 89077, 89081, 89084, 89085, 89086, 89087, 89101, 89102, 89103, 89104, 89105, 89106, 89107, 89108, 89109, 89110, 89111, 89112, 89113, 89114, 89115, 89116, 89117, 89118, 89119, 89120, 89121, 89122, 89123, 89124, 89125, 89126, 89127, 89128, 89129, 89130, 89131, 89132, 89133, 89134, 89135, 89136, 89137, 89138, 89139, 89140, 89141, 89142, 89143, 89144, 89145, 89146, 89147, 89148, 89149, 89150, 89151, 89152, 89153, 89154, 89155, 89156, 89157, 89159, 89160, 89161, 89162, 89163, 89164, 89165, 89166, 89169, 89170, 89173, 89177, 89178, 89179, 89180, 89183, 89185, 89191, 89193, 89195, 89199, 89431, 89432, 89433, 89434, 89435, 89436, 89439, 89441, 89501, 89502, 89503, 89504, 89505, 89506, 89507, 89508, 89509, 89510, 89511, 89512, 89513, 89515, 89519, 89520, 89521, 89523, 89533, 89555, 89557, 89570, 89595, 89599",196888,0,196888,"Anthem Blue Cross Blue Shield","Anthem Blue Cross Blue Shield of Nevada","Anthem",1,227320,227598,0,0,1,1,1,1,"Anthem","Anthem Blue Cross Blue Shield of Nevada",0
"NV","Nevada",2019,"","Comprehensive MCO","Mandatory Health Maintenance Program (MCO) (Comprehensive MCO)","Anthem Blue Cross Blue Shield of Nevada (ANT)","88901, 88905, 89002, 89004, 89005, 89006, 89009, 89011, 89012, 89014, 89015, 89016, 89030, 89031, 89032, 89033, 89036, 89044, 89052, 89053, 89054, 89074, 89077, 89081, 89084, 89085, 89086, 89087, 89101, 89102, 89103, 89104, 89105, 89106, 89107, 89108, 89109, 89110, 89111, 89112, 89113, 89114, 89115, 89116, 89117, 89118, 89119, 89120, 89121, 89122, 89123, 89124, 89125, 89126, 89127, 89128, 89129, 89130, 89131, 89132, 89133, 89134, 89135, 89136, 89137, 89138, 89139, 89140, 89141, 89142, 89143, 89144, 89145, 89146, 89147, 89148, 89149, 89150, 89151, 89152, 89153, 89154, 89155, 89156, 89157, 89159, 89160, 89161, 89162, 89163, 89164, 89165, 89166, 89169, 89170, 89173, 89177, 89178, 89179, 89180, 89183, 89185, 89191, 89193, 89195, 89199, 89431, 89432, 89433, 89434, 89435, 89436, 89439, 89441, 89501, 89502, 89503, 89504, 89505, 89506, 89507, 89508, 89509, 89510, 89511, 89512, 89513, 89515, 89519, 89520, 89521, 89523, 89533, 89555, 89557, 89570, 89595, 89599",0,0,0,"Anthem Blue Cross Blue Shield","Anthem Blue Cross Blue Shield of Nevada","Anthem",1,34137,34248,0,0,1,1,1,1,"Anthem","Anthem Blue Cross Blue Shield of Nevada",0
"NV","Nevada",2019,"","Non-Emergency Medical Transportation","Non-Emergency Transportation (NET) (Non-Emergency Medical Transportation)","Medical Transportation Management (MTM)","Statewide",575184,0,575184,"MTM Inc",NA,NA,0,760991,762919,0,0,1,1,1,0,"Medical Transportation Management","Medical Transportation Management (MTM)",0
"NV","Nevada",2019,"","Comprehensive MCO","Mandatory Health Maintenance Program (MCO) (Comprehensive MCO)","Silver Summit Health Plan (SSH)","88901, 88905, 89002, 89004, 89005, 89006, 89009, 89011, 89012, 89014, 89015, 89016, 89030, 89031, 89032, 89033, 89036, 89044, 89052, 89053, 89054, 89074, 89077, 89081, 89084, 89085, 89086, 89087, 89101, 89102, 89103, 89104, 89105, 89106, 89107, 89108, 89109, 89110, 89111, 89112, 89113, 89114, 89115, 89116, 89117, 89118, 89119, 89120, 89121, 89122, 89123, 89124, 89125, 89126, 89127, 89128, 89129, 89130, 89131, 89132, 89133, 89134, 89135, 89136, 89137, 89138, 89139, 89140, 89141, 89142, 89143, 89144, 89145, 89146, 89147, 89148, 89149, 89150, 89151, 89152, 89153, 89154, 89155, 89156, 89157, 89159, 89160, 89161, 89162, 89163, 89164, 89165, 89166, 89169, 89170, 89173, 89177, 89178, 89179, 89180, 89183, 89185, 89191, 89193, 89195, 89199, 89431, 89432, 89433, 89434, 89435, 89436, 89439, 89441, 89501, 89502, 89503, 89504, 89505, 89506, 89507, 89508, 89509, 89510, 89511, 89512, 89513, 89515, 89519, 89520, 89521, 89523, 89533, 89555, 89557, 89570, 89595, 89599",53154,0,53154,"Centene Corporation","Silver Summit Health","Centene",1,70926,71038,0,0,1,1,1,0,"Centene","SilverSummit Health Plan",0
"NV","Nevada",2019,"","Comprehensive MCO","Mandatory Health Maintenance Program (MCO) (Comprehensive MCO)","Silver Summit Health Plan (SSH)","88901, 88905, 89002, 89004, 89005, 89006, 89009, 89011, 89012, 89014, 89015, 89016, 89030, 89031, 89032, 89033, 89036, 89044, 89052, 89053, 89054, 89074, 89077, 89081, 89084, 89085, 89086, 89087, 89101, 89102, 89103, 89104, 89105, 89106, 89107, 89108, 89109, 89110, 89111, 89112, 89113, 89114, 89115, 89116, 89117, 89118, 89119, 89120, 89121, 89122, 89123, 89124, 89125, 89126, 89127, 89128, 89129, 89130, 89131, 89132, 89133, 89134, 89135, 89136, 89137, 89138, 89139, 89140, 89141, 89142, 89143, 89144, 89145, 89146, 89147, 89148, 89149, 89150, 89151, 89152, 89153, 89154, 89155, 89156, 89157, 89159, 89160, 89161, 89162, 89163, 89164, 89165, 89166, 89169, 89170, 89173, 89177, 89178, 89179, 89180, 89183, 89185, 89191, 89193, 89195, 89199, 89431, 89432, 89433, 89434, 89435, 89436, 89439, 89441, 89501, 89502, 89503, 89504, 89505, 89506, 89507, 89508, 89509, 89510, 89511, 89512, 89513, 89515, 89519, 89520, 89521, 89523, 89533, 89555, 89557, 89570, 89595, 89599",0,0,0,"Centene Corporation","Silver Summit Health","Centene",1,10939,10954,0,0,1,1,1,0,"Centene","SilverSummit Health Plan",0
"NV","Nevada",2019,"","Dental only (PAHP)","Dental Benefits Administrator (DBA) (Dental only (PAHP))","Liberty Dental Plan of Nevada","88901, 88905, 89002, 89004, 89005, 89006, 89009, 89011, 89012, 89014, 89015, 89016, 89030, 89031, 89032, 89033, 89036, 89044, 89052, 89053, 89054, 89074, 89077, 89081, 89084, 89085, 89086, 89087, 89101, 89102, 89103, 89104, 89105, 89106, 89107, 89108, 89109, 89110, 89111, 89112, 89113, 89114, 89115, 89116, 89117, 89118, 89119, 89120, 89121, 89122, 89123, 89124, 89125, 89126, 89127, 89128, 89129, 89130, 89131, 89132, 89133, 89134, 89135, 89136, 89137, 89138, 89139, 89140, 89141, 89142, 89143, 89144, 89145, 89146, 89147, 89148, 89149, 89150, 89151, 89152, 89153, 89154, 89155, 89156, 89157, 89159, 89160, 89161, 89162, 89163, 89164, 89165, 89166, 89169, 89170, 89173, 89177, 89178, 89179, 89180, 89183, 89185, 89191, 89193, 89195, 89199, 89431, 89432, 89433, 89434, 89435, 89436, 89439, 89441, 89501, 89502, 89503, 89504, 89505, 89506, 89507, 89508, 89509, 89510, 89511, 89512, 89513, 89515, 89519, 89520, 89521, 89523, 89533, 89555, 89557, 89570, 89595, 89599",498872,0,498872,"Liberty Dental Plan Corporation",NA,NA,0,82111,82146,0,0,1,1,1,0,"Liberty Dental","Liberty Dental Plan Corporation",0
"NV","Nevada",2019,"","Dental only (PAHP)","Dental Benefits Administrator (DBA) (Dental only (PAHP))","Liberty Dental Plan of Nevada","88901, 88905, 89002, 89004, 89005, 89006, 89009, 89011, 89012, 89014, 89015, 89016, 89030, 89031, 89032, 89033, 89036, 89044, 89052, 89053, 89054, 89074, 89077, 89081, 89084, 89085, 89086, 89087, 89101, 89102, 89103, 89104, 89105, 89106, 89107, 89108, 89109, 89110, 89111, 89112, 89113, 89114, 89115, 89116, 89117, 89118, 89119, 89120, 89121, 89122, 89123, 89124, 89125, 89126, 89127, 89128, 89129, 89130, 89131, 89132, 89133, 89134, 89135, 89136, 89137, 89138, 89139, 89140, 89141, 89142, 89143, 89144, 89145, 89146, 89147, 89148, 89149, 89150, 89151, 89152, 89153, 89154, 89155, 89156, 89157, 89159, 89160, 89161, 89162, 89163, 89164, 89165, 89166, 89169, 89170, 89173, 89177, 89178, 89179, 89180, 89183, 89185, 89191, 89193, 89195, 89199, 89431, 89432, 89433, 89434, 89435, 89436, 89439, 89441, 89501, 89502, 89503, 89504, 89505, 89506, 89507, 89508, 89509, 89510, 89511, 89512, 89513, 89515, 89519, 89520, 89521, 89523, 89533, 89555, 89557, 89570, 89595, 89599",0,0,0,"Liberty Dental Plan Corporation",NA,NA,0,563478,563784,0,0,1,1,1,0,"Liberty Dental","Liberty Dental Plan Corporation",0
"NV","Nevada",2019,"","Comprehensive MCO","Mandatory Health Maintenance Program (MCO) (Comprehensive MCO)","Health Plan of Nevada (HPN)","88901, 88905, 89002, 89004, 89005, 89006, 89009, 89011, 89012, 89014, 89015, 89016, 89030, 89031, 89032, 89033, 89036, 89044, 89052, 89053, 89054, 89074, 89077, 89081, 89084, 89085, 89086, 89087, 89101, 89102, 89103, 89104, 89105, 89106, 89107, 89108, 89109, 89110, 89111, 89112, 89113, 89114, 89115, 89116, 89117, 89118, 89119, 89120, 89121, 89122, 89123, 89124, 89125, 89126, 89127, 89128, 89129, 89130, 89131, 89132, 89133, 89134, 89135, 89136, 89137, 89138, 89139, 89140, 89141, 89142, 89143, 89144, 89145, 89146, 89147, 89148, 89149, 89150, 89151, 89152, 89153, 89154, 89155, 89156, 89157, 89159, 89160, 89161, 89162, 89163, 89164, 89165, 89166, 89169, 89170, 89173, 89177, 89178, 89179, 89180, 89183, 89185, 89191, 89193, 89195, 89199, 89431, 89432, 89433, 89434, 89435, 89436, 89439, 89441, 89501, 89502, 89503, 89504, 89505, 89506, 89507, 89508, 89509, 89510, 89511, 89512, 89513, 89515, 89519, 89520, 89521, 89523, 89533, 89555, 89557, 89570, 89595, 89599",248830,0,248830,"UnitedHealthcare","Health Plan of Nevada (HPN)","UnitedHealth Group",1,283411,283980,0,0,1,1,1,0,"United Healthcare","Health Plan of Nevada",0
"NY","New York",2019,"","Comprehensive MCO + MLTSS","Medicaid Managed Care (Comprehensive MCO + MLTSS)","HIP Combined","New York City; Nassau, Suffolk, & Westchester Counties",125162,0,125162,"HIP Combined","HIP Combined","",1,140524,145761,0,0,1,1,1,0,"Emblem Health","HIP Combined",0
"NY","New York",2019,"","Comprehensive MCO + MLTSS","Medicaid Managed Care (Comprehensive MCO + MLTSS)","Excellus","Broome, Erie, Herkimer, Livingston, Monroe, Oneida, Onondaga, Ontario, Orleans, Otsego, Seneca, Wayne, and Yates Counties",169917,0,169917,"Excellus","Excellus Health Plan","",1,219200,249653,0,0,1,1,1,1,"Excellus","Excellus Health Plan",0
"NY","New York",2019,"","Comprehensive MCO + MLTSS","Medicaid Managed Care (Comprehensive MCO + MLTSS)","Affinity Health Plan","New York City and Nassau, Orange, Rockland, Suffolk, Westchester Counties",195375,0,195375,"Affinity Health Plan","Affinity Health Plan","",1,257639,263464,0,0,1,1,1,0,"Affinity","Affinity Health Plan",0
"NY","New York",2019,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18,NA,0,1,0,NA,0,0,"Syracuse PHSP","Syracuse PHSP",0
"NY","New York",2019,"","Comprehensive MCO + MLTSS","Medicaid Managed Care (Comprehensive MCO + MLTSS)","MVP Health Plan","Albany, Columbia, Dutchess, Genesee, Greene, Jeffferson, Lewis, Livingston, Monroe, Oneida, Ontario, Orange, Putnam, Rensselaer, Rockland, Saratoga, Schenectady, Sullivan, Ulster, Warren, Washington, & Westchester Counties",0,0,0,"MVP Health Plan","MVP Health Plan","",1,103,NA,0,0,1,1,1,0,"MVP Health Care, Inc.","MVP Health Plan",0
"NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"NY","New York",2019,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,56,NA,0,1,1,0,0,1,"Anthem","HealthPlus",0
"NY","New York",2019,"","Comprehensive MCO + MLTSS","Medicaid Managed Care (Comprehensive MCO + MLTSS)","MetroPlus Health Plan","New York City",362706,0,362706,"MetroPlus Health Plan","MetroPlus Health Plan","",1,463276,462637,0,0,1,1,1,0,"New York City Health and Hospitals Corporation","MetroPlus Health Plan",0
"NY","New York",2019,"","Comprehensive MCO + MLTSS","Medicaid Managed Care (Comprehensive MCO + MLTSS)","MVP Health Plan","Albany, Columbia, Dutchess, Genesee, Greene, Jeffferson, Lewis, Livingston, Monroe, Oneida, Ontario, Orange, Putnam, Rensselaer, Rockland, Saratoga, Schenectady, Sullivan, Ulster, Warren, Washington, & Westchester Counties",163314,0,163314,"MVP Health Plan","MVP Health Plan","",1,207001,222479,0,0,1,1,1,0,"MVP Health Care, Inc.","MVP Health Plan",0
"NY","New York",2019,"","Comprehensive MCO + MLTSS","Medicaid Managed Care (Comprehensive MCO + MLTSS)","HIP Combined","New York City; Nassau, Suffolk, & Westchester Counties",0,0,0,"HIP Combined","HIP Combined","",1,11096,11667,0,0,1,1,1,0,"Emblem Health","HIP Combined",0
"NY","New York",2019,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA,0,1,0,NA,0,0,"Southern Tier","Southern Tier",0
"NY","New York",2019,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,NA,0,1,0,NA,0,0,"Preferred Care HMO","Preferred Care HMO",0
"NY","New York",2019,"","Comprehensive MCO + MLTSS","Medicaid Managed Care (Comprehensive MCO + MLTSS)","Wellcare","New York City; Albany, Broome, Dutchess, Erie, Nassau, Niagara, Orange, Rensselaer, Rockland, Schenectady, Schuyler, Steuben, Suffolk, & Ulster Counties",106606,0,106606,"Wellcare","WellCare","WellCare",1,156564,156091,0,0,1,0,1,0,"WellCare","WellCare",0
"NY","New York",2019,"","Comprehensive MCO + MLTSS","Medicaid Managed Care (Comprehensive MCO + MLTSS)","Capital District Physician's Health Plan","Albany, Broome, Clinton, Columbia, Essex, Franklin, Fulton, Greene, Montgomery, Rensselaer, Saratoga, Schenectady, Schoharie, Tioga, Warren, & Washington Counties",81543,0,81543,"Capital District Physician's Health Plan","Capital District Physician's Health Plan","",1,103409,116053,0,0,1,1,1,0,"Capital District Physician's Health Plan","Capital District Physician's Health Plan",0
"NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"NY","New York",2019,"","Comprehensive MCO + MLTSS","Medicaid Managed Care (Comprehensive MCO + MLTSS)","HIP Combined","New York City; Nassau, Suffolk, & Westchester Counties",0,0,0,"HIP Combined","HIP Combined","",1,16720,18422,0,0,1,1,1,0,"Emblem Health","HIP Combined",0
"NY","New York",2019,"","Comprehensive MCO + MLTSS","Medicaid Managed Care (Comprehensive MCO + MLTSS)","Independent Health/Hudson Valley & WNY","Erie County",56072,0,56072,"Independent Health/Hudson Valley & WNY","Independent Health Association","",1,72048,77145,0,0,1,1,1,0,"Independent Health Association","Independent Health Association",0
"NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"NY","New York",2019,"","Program of All-Inclusive Care for the Elderly (PACE)","PACE (Program of All-inclusive Care for the Elderly (PACE))","Centerlight","New York City; Nassau, Suffolk, & Westchester Counties",393,2306,2699,"Centerlight",NA,NA,0,3162,3059,0,0,1,1,1,0,"CenterLight","CenterLight (CCM)",0
"NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"NY","New York",2019,"","Comprehensive MCO + MLTSS","Medicaid Managed Care (Comprehensive MCO + MLTSS)","Health Now","Albany, Cattaraugus, Chautauqua, Erie, Genesee, Niagara, Orleans, & Wyoming Counties",34447,0,34447,"Health Now","HealthNow","",1,46490,49439,0,0,1,1,1,0,"HealthNow New York, Inc.","Health Now",0
"NY","New York",2019,"","Program of All-Inclusive Care for the Elderly (PACE)","PACE (Program of All-inclusive Care for the Elderly (PACE))","Independent Living for Seniors","Monroe, Ontario, & Wayne Counties",28,720,748,"Independent Living for Seniors",NA,NA,0,881,877,0,0,1,1,1,0,"Loretto","Independent Living for Seniors",0
"NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"NY","New York",2019,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,0,1,0,0,0,0,"United Healthcare","United HealthCare",0
"NY","New York",2019,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19,NA,0,1,0,NA,0,0,"Southern Tier","Southern Tier",0
"NY","New York",2019,"","Comprehensive MCO + MLTSS","Medicaid Managed Care (Comprehensive MCO + MLTSS)","United Healthcare","New York City & 42 Counties",441821,0,441821,"United Health Group Inc.","United HealthCare Plan","UnitedHealth Group",1,599972,633416,0,0,1,1,1,0,"United Healthcare","United HealthCare",0
"NY","New York",2019,"","Comprehensive MCO + MLTSS","Medicaid Managed Care (Comprehensive MCO + MLTSS)","Fidelis Care","New York City and 57 Counties",0,0,0,"Centene Corporation","Fidelis Care","Centene",1,236469,256858,0,0,1,1,1,0,"Centene","Fidelis Care",0
"NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"NY","New York",2019,"","Comprehensive MCO + MLTSS","Medicaid Managed Care (Comprehensive MCO + MLTSS)","HealthFirst","New York City; Nassau, Suffolk, & Westchester Counties",928468,0,928468,"HealthFirst","HealthFirst","",1,1185135,1203357,0,0,1,1,1,0,"Healthfirst, Inc.","Health First",0
"NY","New York",2019,"","Program of All-Inclusive Care for the Elderly (PACE)","PACE (Program of All-inclusive Care for the Elderly (PACE))","PACE CNY","Onondaga County",16,596,612,"PACE CNY",NA,NA,0,763,761,0,0,1,1,1,0,"Loretto","PACE CNY",0
"NY","New York",2019,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,1,0,NA,0,0,"NewYork-Presbyterian Healthcare System","NewYork-Presbyterian Healthcare System",0
"NY","New York",2019,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,56,NA,0,1,0,0,0,0,"Neighborhood Health Plan","Neighborhood Health Plan",0
"NY","New York",2019,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,1,0,0,0,0,"Community Choice Health Plan of Westchester Inc","Community Choice Health Plan of Westchester Inc",0
"NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"NY","New York",2019,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,1,0,NA,0,0,"NewYork-Presbyterian Healthcare System","NewYork-Presbyterian Healthcare System",0
"NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"NY","New York",2019,"","Comprehensive MCO + MLTSS","Medicaid Managed Care (Comprehensive MCO + MLTSS)","HealthPlus","New York City; Nassau & Putnam Counties",311998,0,311998,"Anthem","HealthPlus","Anthem",1,406607,437896,0,0,1,1,1,1,"Anthem","HealthPlus",0
"NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
