state_cd,taf_mc_plan_id,state,cms_program_name,cms_plan_name,kff_mco_name,cms_geographic_region,cms_medicaid_only_enrollment,cms_dual_enrollment,cms_total_enrollment,cms_parent_organization,taf_mc_plan_name,taf_enrollment,taf_enrollment_in_claims,count,year,in_xwalk,chse_mco_name,chse_parent_firm,new_id_flag,cms_plan_type
OK,*100120530A,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,WALSH SYLVIA E,448,399,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100122190C,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,BLESCH LAURI S,1004,737,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100123630B,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,MURPHY LINDA B,367,342,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100124340B,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,SUMNER LARRY D,196,36,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100125130A,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,DOYLE LINDA W,279,243,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100125730B,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,MASCHINO TAMMY RENEE,291,227,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100126060A,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,HORTON THERESA L,579,499,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100126330H,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,CAIL JAMES T,416,224,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100131700A,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,BURK SCOTT W,17,,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100131800D,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,STUTZMAN TANA M,622,374,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100132120A,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,WEST ERIC A,569,326,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100132150B,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,GREEN PHIL J,922,587,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100132390B,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,PAUL FIRTH MD PC,2152,1748,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100135410A,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,DEAN ROBERT W,71,,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100136650C,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,COFFEY J C,688,589,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100136830D,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,KREHBIEL TODD A,183,75,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100138060B,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,FREEMAN JANA A,488,412,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100138200A,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,MCCOY WADE T,331,218,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100138480I,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,NORMAN REGIONAL PROVIDERS PRIMARY CARE,130,,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100138480J,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,PRIMARY CARE- BLANCHARD,104,,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100138480R,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,NORMAN REGIONAL PROVIDERS PRIMARY CARE NOBLE,309,126,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100144220A,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,SQUIRES JASON S,169,87,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100151220A,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,BARRETT REBECCA,280,,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100169890A,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,ATKINSON THOMAS B,303,191,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100170200C,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,GILBRETH JUDITH M,346,231,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100182780A,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,ALDRICH JOSEPH A,47,,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100187600B,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,BRADLEY-LEBOEUF MARY L,598,554,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100189500D,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,CARING PEDIATRICS,1232,1035,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100191230C,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,CHLEBORAD JANICE L,1221,849,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100192170A,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,LEE MICHAEL A,66,,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100193490E,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,INTEGRIS CALDWELL RHC,10,,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100193680B,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,STACEY KENDRA K,202,,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100198180A,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,WARREN KENNETH P,1465,312,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100200460A,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,BENTLEY NICHOLAS J,793,428,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100203340A,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,MADRID STEVE M,24,,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100204950B,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,ROBERTS CHRISS B,449,203,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100209330C,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,GWEN C. FUENTES MD,1570,1295,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100212550D,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,COLLIER LORA M,522,293,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100222220A,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,LUCERO MARIANA E,203,153,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100222720C,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,TU DUC M,990,452,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100224990E,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,TISHOMINGO DOCTOR MEDICAL CLINIC PC,339,199,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100226510C,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,JAVVAJI NAGA M,53,,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100226550A,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,DUTOIT FRANCOIS J,485,394,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100227070A,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,DULOWSKI WOJCIECH L,1050,609,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100228370B,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,PHILLIPS CURTIS A,714,484,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100230050A,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,JENKINS JEFFREY L,465,276,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100230680C,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,BOND SHANNAN B,696,623,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100231270H,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,LCHC BURNS FLAT,204,,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100231270I,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,LCHC MEMORIAL MEDICAL CLINIC,542,,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100231360D,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,KHAN JAHANGIR,716,162,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100244300G,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,CITIZEN POTAWATOMI NATION WEST CLINIC,711,721,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100244300H,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,CITIZEN POTAWATOMI NATION WEST CLINIC - NI,183,171,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100244300L,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,CITIZEN POTAWATOMI NATION PCP INDIAN EAST,618,627,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100244300M,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,CITIZEN POTAWATOMI NATION PCP NI EAST,358,348,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100244980I,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,TALIHINA COMMUNITY CLINIC,107,116,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100244980J,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,TALIHINA COMMUNITY CLINIC - NI,129,126,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100244980U,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,CHOCTAW NATION DURANT,2129,2107,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100245620C,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,KANZA HEALTH CLINIC,212,208,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100248510A,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,KRISHNAMURTHI SUBRAMANIAM,354,160,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100248650C,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,"MORTON COMPREHENSIVE HEALTH SERVICES, INC.                                        ",648,,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100248650E,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,MORTON WEST TULSA HEALTH CENTER,748,,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100250660B,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,CRMC MEDICAL GROUP RHC,125,,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100252270A,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,HUSER III JOHN M,232,187,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100253480C,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,GORDON KRISTA J,140,,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100253940C,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,JONES ROBERT E,21,,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100254520A,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,NIEMAN CATHY E,332,203,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100255620F,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,ELGIN FAMILY CARE RHC,245,,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100255660A,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,PRIEST JAMES R,72,42,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100258080A,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,CODER III JAMES A,995,605,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100689220Z,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,CHEROKEE NATION - VINITA HEALTH CENTER,1380,1346,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100689860D,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,PURCELL INDIAN HEALTH CLINIC,1131,1178,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100690120F,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,PAWHUSKA FAMILY MEDICAL CLINIC,575,,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100695360E,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,COFFEYVILLE REGIONAL MEDICAL CENTER INC,106,,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100699360J,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,NEWMAN HEALTHCARE ASSOCIATES,284,,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100699410L,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,GREAT PLAINS PAT WALL CLINIC,422,,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100699410M,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,GREAT PLAINS MEDICAL CLINIC,907,,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100699410N,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,GREAT PLAINS MORRISON MEDICAL CLINIC,216,,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100699410O,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,WALKER FAMILY MEDICINE,382,179,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100699440P,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,INTEGRIS MIAMI PHYSICIANS CLINIC,835,158,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100699440Q,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,INTEGRIS MEDICAL GROUP MIAMI,5628,3846,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100699440S,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,INTEGRIS MEDICAL GROUP MIAMI,4882,,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100699600M,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,CHOCTAW NATION - TALIHINA,3271,3247,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100699600N,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,RUBEN WHITE IND HLTH CLN,1498,1493,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100699600O,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,CHOCTAW NATION - MCALESTER,1862,1841,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100699600P,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,CHOCTAW NAT HC - HUGO,592,586,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100699600Q,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,CHOCTAW NATION HEALTH,609,599,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100699600V,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,CHOCTAW NATION HEALTH CARE-IDABEL,873,869,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100699600W,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,CHOCTAW NATION HEALTH CARE - STIGLER,464,465,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100699600Y,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,CHOCTAW NATION - ATOKA,364,356,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100699660C,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,LAVERNE FAMILY HEALTH CLINIC,441,,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
OK,*100699660E,Oklahoma,SoonerCare Choice (Primary Care Case Management (PCCM)),SoonerCare Choice,"",Statewide,0,0,0,Oklahoma Health Care Authority,LAVERNE FAMILY HEALTH CLINIC,77,,1,2022,1,Multiple Primary Care Providers,Oklahoma Health Care Authority,0,Primary Care Case Management (PCCM)
