state,state_cd,year,cms_notes,cms_plan_type,cms_program_name,cms_plan_name,cms_geographic_region,cms_medicaid_only_enrollment,cms_dual_enrollment,cms_total_enrollment,cms_parent_organization,kff_mco_name,kff_comprehensive_plan,taf_mc_plan_id,taf_mc_plan_name,taf_mc_plan_type_cd,taf_enrollment,taf_enrollment_in_claims,chse_matched_next_year,chse_blue_cross_blue_shield_flag,chse_parent_firm,chse_mco_name,kff_parent_firm,chse_matched_last_year
Georgia,GA,2017,"Georgia is unable to provide separate counts of Medicaid-only and dually eligible beneficiaries for their NEMT program. As a result, Medicaid-only and total enrollment counts presented in this table include both Medicaid-only and Medicare-Medicaid beneficiaries.",Non-Emergency Medical Transportation,Non-Emergency Medical Transportation (NEMT) (Non-Emergency Medical Transportation),Logisticare,"Baldwin, Bibb, Bleckley, Butts, Carroll, Clayton, Coweta, Dodge, Fayette, Heard, Henry, Jasper, Jones, Lamar, Laurens, Meriwether, Monroe, Newton, Pike, Putnam, Rockdale, Spalding, Telfair, Troup, Twiggs, Wilkinson, Appling, Bacon, Brantley, Bryan, Bulloch, Burke, Camden, Candler, Charlton, Chatham, Clarke, Columbia, Effingham, Elbert, Emanuel, Evans, Glascock, Glynn, Greene, Hancock, Hart, Jeff Davis, Jefferson, Jenkins, Johnson, Liberty, Lincoln, Long, Madison, McDuffie, McIntosh, Montgomery, Oconee, Oglethorpe, Pierce, Richmond, Screven, Taliaferro, Tattnall, Toombs, Treutlen, Ware, Warren, Washington, Wayne, Wheeler, Wilkes, Atkinson, Baker, Ben Hill, Berrien, Brooks, Calhoun, Chattahoochee, Clay, Clinch, Coffee, Colquitt, Cook, Crawford, Crisp, Decatur, Dooly, Dougherty, Early, Echols, Grady, Harris, Houston, Irwin, Lanier, Lee, Lowndes, Macon, Marion, Miller, Mitchell, Muscogee, Peach, Pulaski, Quitman, Randolph, Schley, Seminole, Stewart, Sumter, Talbot, Taylor, Terrell, Thomas, Tift, Turner, Upson, Webster, Wilcox, and Worth Counties",0,0,0,LogistiCare,"",0,*003121981B,"LOGISTICARE SOLUTIONS, LLC                                                        ",15,397406,398583,1,0,Modivcare,Modivcare,,
Georgia,GA,2017,"Georgia is unable to provide separate counts of Medicaid-only and dually eligible beneficiaries for their NEMT program. As a result, Medicaid-only and total enrollment counts presented in this table include both Medicaid-only and Medicare-Medicaid beneficiaries.",Non-Emergency Medical Transportation,Non-Emergency Medical Transportation (NEMT) (Non-Emergency Medical Transportation),Southeast Trans,"Banks, Barrow, Bartow, Catoosa, Chattooga, Cherokee, Cobb, Dade, Dawson, Douglas, Fannin, Floyd, Forsyth, Franklin, Gilmer, Gordon, Habersham, Hall, Haralson, Jackson, Lumpkin, Morgan, Murray, Paulding, Pickens, Polk, Rabun, Stephens, Towns, Union, Walker, Walton, White,  Whitfield, Fulton, DeKalb, and Gwinnett Counites",731158,0,731158,"Southeastrans, Inc. - Atlanta, GA     Atlanta, Georgia 30337","",0,*003123028A,"SOUTHEASTRANS, INC.                                                               ",15,506855,508047,1,0,Southeastrans,Southeastrans,,
Georgia,GA,2017,"Georgia is unable to provide separate counts of Medicaid-only and dually eligible beneficiaries for their NEMT program. As a result, Medicaid-only and total enrollment counts presented in this table include both Medicaid-only and Medicare-Medicaid beneficiaries.",Non-Emergency Medical Transportation,Non-Emergency Medical Transportation (NEMT) (Non-Emergency Medical Transportation),Southeast Trans,"Banks, Barrow, Bartow, Catoosa, Chattooga, Cherokee, Cobb, Dade, Dawson, Douglas, Fannin, Floyd, Forsyth, Franklin, Gilmer, Gordon, Habersham, Hall, Haralson, Jackson, Lumpkin, Morgan, Murray, Paulding, Pickens, Polk, Rabun, Stephens, Towns, Union, Walker, Walton, White,  Whitfield, Fulton, DeKalb, and Gwinnett Counites",0,0,0,"Southeastrans, Inc. - Atlanta, GA     Atlanta, Georgia 30337","",0,*003123031A,"SOUTHEASTRANS, INC.                                                               ",15,476572,477574,1,0,Southeastrans,Southeastrans,,
Georgia,GA,2017,"Georgia is unable to provide separate counts of Medicaid-only and dually eligible beneficiaries for their NEMT program. As a result, Medicaid-only and total enrollment counts presented in this table include both Medicaid-only and Medicare-Medicaid beneficiaries.",Comprehensive MCO,Georgia Families (Comprehensive MCO),Amerigroup Community Plan,Statewide,263832,0,263832,Amerigroup (An Anthem Company),Amerigroup Community Care,1,*060442313A,AMGP GEORGIA MANAGED CARE CO INC.,1,501427,501404,1,0,Anthem,Amerigroup Community Care,,
Georgia,GA,2017,"Georgia is unable to provide separate counts of Medicaid-only and dually eligible beneficiaries for their NEMT program. As a result, Medicaid-only and total enrollment counts presented in this table include both Medicaid-only and Medicare-Medicaid beneficiaries.",Comprehensive MCO,Georgia Families 360 (Comprehensive MCO),Amerigroup Community Care,Statewide,26796,0,26796,Amerigroup,"",0,*060442313B,AMGP GEORGIA MANAGED CARE CO INC.,1,36508,36353,1,0,Anthem,Amerigroup Community Care,,
Georgia,GA,2017,"Georgia is unable to provide separate counts of Medicaid-only and dually eligible beneficiaries for their NEMT program. As a result, Medicaid-only and total enrollment counts presented in this table include both Medicaid-only and Medicare-Medicaid beneficiaries.",Comprehensive MCO,Georgia Families (Comprehensive MCO),WellCare of Georgia,Statewide,426278,0,426278,WellCare,WellCare,1,*090828618A,"WELLCARE OF GEORGIA, INC                                                          ",1,752773,752740,1,0,WellCare,WellCare,,
Georgia,GA,2017,"Georgia is unable to provide separate counts of Medicaid-only and dually eligible beneficiaries for their NEMT program. As a result, Medicaid-only and total enrollment counts presented in this table include both Medicaid-only and Medicare-Medicaid beneficiaries.",Comprehensive MCO,Georgia Families (Comprehensive MCO),CareSource Georgia,Statewide,229523,0,229523,CareSource,CareSource,1,*400750091A,CARESOURCE GEORGIA CO.,1,306123,306852,1,0,CareSource,CareSource Georgia,,
Georgia,GA,2017,"Georgia is unable to provide separate counts of Medicaid-only and dually eligible beneficiaries for their NEMT program. As a result, Medicaid-only and total enrollment counts presented in this table include both Medicaid-only and Medicare-Medicaid beneficiaries.",Non-Emergency Medical Transportation,Non-Emergency Medical Transportation (NEMT) (Non-Emergency Medical Transportation),Logisticare,"Baldwin, Bibb, Bleckley, Butts, Carroll, Clayton, Coweta, Dodge, Fayette, Heard, Henry, Jasper, Jones, Lamar, Laurens, Meriwether, Monroe, Newton, Pike, Putnam, Rockdale, Spalding, Telfair, Troup, Twiggs, Wilkinson, Appling, Bacon, Brantley, Bryan, Bulloch, Burke, Camden, Candler, Charlton, Chatham, Clarke, Columbia, Effingham, Elbert, Emanuel, Evans, Glascock, Glynn, Greene, Hancock, Hart, Jeff Davis, Jefferson, Jenkins, Johnson, Liberty, Lincoln, Long, Madison, McDuffie, McIntosh, Montgomery, Oconee, Oglethorpe, Pierce, Richmond, Screven, Taliaferro, Tattnall, Toombs, Treutlen, Ware, Warren, Washington, Wayne, Wheeler, Wilkes, Atkinson, Baker, Ben Hill, Berrien, Brooks, Calhoun, Chattahoochee, Clay, Clinch, Coffee, Colquitt, Cook, Crawford, Crisp, Decatur, Dooly, Dougherty, Early, Echols, Grady, Harris, Houston, Irwin, Lanier, Lee, Lowndes, Macon, Marion, Miller, Mitchell, Muscogee, Peach, Pulaski, Quitman, Randolph, Schley, Seminole, Stewart, Sumter, Talbot, Taylor, Terrell, Thomas, Tift, Turner, Upson, Webster, Wilcox, and Worth Counties",825063,0,825063,LogistiCare,"",0,*732260632I,LOGISTICARE - CENTRAL,15,359387,359759,1,0,Modivcare,Modivcare,,
Georgia,GA,2017,"Georgia is unable to provide separate counts of Medicaid-only and dually eligible beneficiaries for their NEMT program. As a result, Medicaid-only and total enrollment counts presented in this table include both Medicaid-only and Medicare-Medicaid beneficiaries.",Comprehensive MCO,Georgia Families (Comprehensive MCO),Peach State Health Plan,Statewide,301276,0,301276,Centene Corporation,Peach State Health Plan,1,*956691585A,"PEACH STATE HEALTH PLAN, INC.                                                     ",1,555468,555554,1,0,Centene,Peach State Health Plan,,
Georgia,GA,2017,"Georgia is unable to provide separate counts of Medicaid-only and dually eligible beneficiaries for their NEMT program. As a result, Medicaid-only and total enrollment counts presented in this table include both Medicaid-only and Medicare-Medicaid beneficiaries.",Other Prepaid Health Plan (PHP) (limited benefits),Planning for Healthy Babies (Other Prepaid Health Plan (PHP) (limited benefits)),Amerigroup Community Care,Statewide,2376,0,2376,2017,"",0,"","",,,,0,0,Anthem,Amerigroup Community Care,,
Georgia,GA,2017,"Georgia is unable to provide separate counts of Medicaid-only and dually eligible beneficiaries for their NEMT program. As a result, Medicaid-only and total enrollment counts presented in this table include both Medicaid-only and Medicare-Medicaid beneficiaries.",Other Prepaid Health Plan (PHP) (limited benefits),Planning for Healthy Babies (Other Prepaid Health Plan (PHP) (limited benefits)),Amerigroup Community Care,Statewide,2376,0,2376,2017,"",0,"","",,,,0,0,Anthem,Amerigroup Community Care,,
Georgia,GA,2017,"Georgia is unable to provide separate counts of Medicaid-only and dually eligible beneficiaries for their NEMT program. As a result, Medicaid-only and total enrollment counts presented in this table include both Medicaid-only and Medicare-Medicaid beneficiaries.",Other Prepaid Health Plan (PHP) (limited benefits),Planning for Healthy Babies (Other Prepaid Health Plan (PHP) (limited benefits)),CareSource Georgia,Statewide,26,0,26,2017,"",0,"","",,,,0,0,CareSource,CareSource Georgia,,
Georgia,GA,2017,"Georgia is unable to provide separate counts of Medicaid-only and dually eligible beneficiaries for their NEMT program. As a result, Medicaid-only and total enrollment counts presented in this table include both Medicaid-only and Medicare-Medicaid beneficiaries.",Other Prepaid Health Plan (PHP) (limited benefits),Planning for Healthy Babies (Other Prepaid Health Plan (PHP) (limited benefits)),CareSource Georgia,Statewide,26,0,26,2017,"",0,"","",,,,0,0,CareSource,CareSource Georgia,,
Georgia,GA,2017,"Georgia is unable to provide separate counts of Medicaid-only and dually eligible beneficiaries for their NEMT program. As a result, Medicaid-only and total enrollment counts presented in this table include both Medicaid-only and Medicare-Medicaid beneficiaries.",Other Prepaid Health Plan (PHP) (limited benefits),Planning for Healthy Babies (Other Prepaid Health Plan (PHP) (limited benefits)),Peach State Health Plan,Statewide,3464,0,3464,2017,"",0,"","",,,,0,0,Centene,Peach State Health Plan,,
Georgia,GA,2017,"Georgia is unable to provide separate counts of Medicaid-only and dually eligible beneficiaries for their NEMT program. As a result, Medicaid-only and total enrollment counts presented in this table include both Medicaid-only and Medicare-Medicaid beneficiaries.",Other Prepaid Health Plan (PHP) (limited benefits),Planning for Healthy Babies (Other Prepaid Health Plan (PHP) (limited benefits)),Peach State Health Plan,Statewide,3464,0,3464,2017,"",0,"","",,,,0,0,Centene,Peach State Health Plan,,
Georgia,GA,2017,"Georgia is unable to provide separate counts of Medicaid-only and dually eligible beneficiaries for their NEMT program. As a result, Medicaid-only and total enrollment counts presented in this table include both Medicaid-only and Medicare-Medicaid beneficiaries.",Other Prepaid Health Plan (PHP) (limited benefits),Planning for Healthy Babies (Other Prepaid Health Plan (PHP) (limited benefits)),WellCare of Georgia,Statewide,3238,0,3238,2017,"",0,"","",,,,0,0,WellCare,WellCare,,
Georgia,GA,2017,"Georgia is unable to provide separate counts of Medicaid-only and dually eligible beneficiaries for their NEMT program. As a result, Medicaid-only and total enrollment counts presented in this table include both Medicaid-only and Medicare-Medicaid beneficiaries.",Other Prepaid Health Plan (PHP) (limited benefits),Planning for Healthy Babies (Other Prepaid Health Plan (PHP) (limited benefits)),WellCare of Georgia,Statewide,3238,0,3238,2017,"",0,"","",,,,0,0,WellCare,WellCare,,
Hawaii,HI,2017,"Beneficiaries can simultaneously enroll in Ohana Community Care Service (BHS) and another medical or dental plan under the Quest program. The de-duplicated total enrollment comprehensive MCOs is 360,905.",Comprehensive MCO + MLTSS,Hawaii QUEST Integration (Comprehensive MCO + MLTSS),AlohaCare QUEST,Statewide,65815,58,65873,AlohaCare,AlohaCare,1,*ALOHAC,ALOHACARE - MEDICAL,1,80283,79275,1,0,AlohaCare,AlohaCare Integration,,
Hawaii,HI,2017,"Beneficiaries can simultaneously enroll in Ohana Community Care Service (BHS) and another medical or dental plan under the Quest program. The de-duplicated total enrollment comprehensive MCOs is 360,905.",Comprehensive MCO + MLTSS,Hawaii QUEST Integration (Comprehensive MCO + MLTSS),Hawaii Medical Service Association (HMSA) QUEST,Statewide,160349,121,160470,HMSA,Hawaii Medical Service Association,1,*HMSAAA,HMSA - MEDICAL,1,181562,181353,1,0,Hawaii Medical Service Association,Hawaii Medical Service Association (HMSA),,
Hawaii,HI,2017,"Beneficiaries can simultaneously enroll in Ohana Community Care Service (BHS) and another medical or dental plan under the Quest program. The de-duplicated total enrollment comprehensive MCOs is 360,905.",Comprehensive MCO + MLTSS,Hawaii QUEST Integration (Comprehensive MCO + MLTSS),Kaiser Permanente QUEST,Oahu and Maui,29132,19,29151,Kaiser Permanente,Kaiser Foundation Health Plan,1,*KAISER,KAISER PERMANENTE QUEST,1,33224,33233,1,0,Kaiser Permanente,Kaiser Permanente,,
Hawaii,HI,2017,"Beneficiaries can simultaneously enroll in Ohana Community Care Service (BHS) and another medical or dental plan under the Quest program. The de-duplicated total enrollment comprehensive MCOs is 360,905.",Comprehensive MCO + MLTSS,Hawaii QUEST Integration (Comprehensive MCO + MLTSS),Ohana Health Plan QUEST,Statewide,23754,28,23782,Wellcare Inc.,Ohana Health Plan,1,*OHANAA,'OHANA HEALTH PLAN,1,33033,32184,1,0,WellCare,Ohana Health Plan,,
Hawaii,HI,2017,"Beneficiaries can simultaneously enroll in Ohana Community Care Service (BHS) and another medical or dental plan under the Quest program. The de-duplicated total enrollment comprehensive MCOs is 360,905.",Comprehensive MCO + MLTSS,Hawaii QUEST Integration (Comprehensive MCO + MLTSS),Ohana Community Care Service (BHS),Statewide,4918,0,4918,Wellcare Inc.,"",0,*OHANBH,'OHANA HEALTH PLAN,8,5895,6199,1,0,WellCare,Ohana Health Plan,,
Hawaii,HI,2017,"Beneficiaries can simultaneously enroll in Ohana Community Care Service (BHS) and another medical or dental plan under the Quest program. The de-duplicated total enrollment comprehensive MCOs is 360,905.",Comprehensive MCO + MLTSS,Hawaii QUEST Integration (Comprehensive MCO + MLTSS),UnitedHealthcare Community Plan QUEST,Statewide,26094,27,26121,UnitedHealthcare Inc.,UnitedHealthcare Community Plan,1,*UNITED,UNITED HEALTH CARE COMM,1,38814,37453,1,0,United Healthcare,UnitedHealthcare Community Plan,,
Hawaii,HI,2017,"Beneficiaries can simultaneously enroll in Ohana Community Care Service (BHS) and another medical or dental plan under the Quest program. The de-duplicated total enrollment comprehensive MCOs is 360,905.",Comprehensive MCO + MLTSS,Hawaii QUEST Integration (Comprehensive MCO + MLTSS),AlohaCare ABD,Statewide,2540,2630,5170,AlohaCare,AlohaCare,1,*XALOHA,ALOHACARE,1,6133,6753,1,0,AlohaCare,AlohaCare Integration,,
Hawaii,HI,2017,"Beneficiaries can simultaneously enroll in Ohana Community Care Service (BHS) and another medical or dental plan under the Quest program. The de-duplicated total enrollment comprehensive MCOs is 360,905.",Comprehensive MCO + MLTSS,Hawaii QUEST Integration (Comprehensive MCO + MLTSS),HMSA ABD,Statewide,4149,3860,8009,HMSA,Hawaii Medical Service Association,1,*XHMSAA,HMSA,1,9447,9857,1,0,Hawaii Medical Service Association,Hawaii Medical Service Association (HMSA),,
Hawaii,HI,2017,"Beneficiaries can simultaneously enroll in Ohana Community Care Service (BHS) and another medical or dental plan under the Quest program. The de-duplicated total enrollment comprehensive MCOs is 360,905.",Comprehensive MCO + MLTSS,Hawaii QUEST Integration (Comprehensive MCO + MLTSS),Kaiser ABD,Oahu and Maui,679,873,1552,Kaiser Permanente,Kaiser Foundation Health Plan,1,*XKAISR,KAISER PERMANENTE,1,1850,1938,1,0,Kaiser Permanente,Kaiser Permanente,,
Hawaii,HI,2017,"Beneficiaries can simultaneously enroll in Ohana Community Care Service (BHS) and another medical or dental plan under the Quest program. The de-duplicated total enrollment comprehensive MCOs is 360,905.",Comprehensive MCO + MLTSS,Hawaii QUEST Integration (Comprehensive MCO + MLTSS),Ohana ABD,Statewide,7344,12157,19501,Wellcare Inc.,Ohana Health Plan,1,*XOHANA,'OHANA HEALTH PLAN,1,20509,21690,1,0,WellCare,Ohana Health Plan,,
Hawaii,HI,2017,"Beneficiaries can simultaneously enroll in Ohana Community Care Service (BHS) and another medical or dental plan under the Quest program. The de-duplicated total enrollment comprehensive MCOs is 360,905.",Comprehensive MCO + MLTSS,Hawaii QUEST Integration (Comprehensive MCO + MLTSS),UnitedHealth ABD,Statewide,5874,15402,21276,UnitedHealth Inc.,UnitedHealthcare Community Plan,1,*XUNITD,UNITED HEALTH CARE COMM,1,22748,24149,1,0,United Healthcare,UnitedHealthcare Community Plan,,
Iowa,IA,2017,"",Non-Emergency Medical Transportation,NEMT (Non-Emergency Medical Transportation),Access2Care,Statewide,10894,920,11814,American Medical Response,"",0,*0103793,TMS MANAGEMENT,15,110004,63957,1,0,American Medical Response,Access2Care,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0107919,PRIMARY HEALTH CARE INC,70,5,,0,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0108850,COMMUNITY HEALTH CENTERS OF SE IOWA,70,5,,0,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0109086,PEOPLES COMMUNITY HEALTH CLINIC INC,70,1,,,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0110229,PHYSICIANS CLINIC GLENWOOD,70,2,,0,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0111031,FLOYD VALLEY CLINICS,70,8,,0,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"",Comprehensive MCO + MLTSS,IA Healthlink (Comprehensive MCO + MLTSS),"Amerigroup of Iowa, Inc.",Statewide,168031,16120,184151,"Anthem, Inc.","Amerigroup Iowa, Inc.",1,*0115936,AMERIGROUP IOWA,1,252083,251736,1,0,Anthem,"Amerigroup of Iowa, Inc.",,
Iowa,IA,2017,"",Comprehensive MCO + MLTSS,IA Healthlink (Comprehensive MCO + MLTSS),"UnitedHealthcare of the River Valley, Inc.",Statewide,150464,13862,164326,"UnitedHealthcare, Inc.","UnitedHealthcare Plan of the River Valley, Inc",1,*0115937,UNITED HEALTHCARE PLAN,1,452840,451184,1,0,United Healthcare,United Healthcare,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0209661,HEALTH HOME BROADLAWNS MEDICAL CENT,70,1,,,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0209758,MERCYONE AKRON FAMILY MEDICINE,70,2,,,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0209847,SIOUXLAND COMMUNITY HEALTH CENTER,70,122,,0,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"",Comprehensive MCO + MLTSS,IA Healthlink (Comprehensive MCO + MLTSS),"AmeriHealth Caritas of Iowa, Inc.",Statewide,178931,28981,207912,Independence Blue Cross,"AmeriHealth Caritas Iowa, Inc.",1,*0217103,AMERIHEALTH CARITAS IOWA,1,276391,274804,,1,Independence Blue Cross,"AmeriHealth Caritas Iowa, Inc.",,
Iowa,IA,2017,"","","","","",,,,"","",0,*0218327,YOUTH & SHELTER SERVICES INC,70,18,,0,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0404360,CORNERSTONE FAMILY PRACTICE,70,1,,0,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0405230,FAMILY MEDICINE CLINIC PC,70,1,,0,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0405305,CRESCENT COMMUNITY HEALTH CENTER,70,21,,0,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0405349,MERCYONE-PEDIATRICS,70,36,,0,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0405602,SANFORD ROCK RAPIDS CLINIC,70,3,,0,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0406134,COVENANT CLINIC SHELL ROCK,70,1,,0,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0406770,COVENANT CLINIC SUITE 210,70,7,,0,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"",Program of All-Inclusive Care for the Elderly (PACE),PACE (Program of All-inclusive Care for the Elderly (PACE)),PACE,"Available in these counties: Harrison, Mills, Pottawattamie, Cherokee, Monona, Plymouth, Woodbury, Boone, Dallas, Jasper, Marshall, Madison, Marion, Polk, Story, Warren.",,,,PACE,"",0,*0701947,"SIOUXLAND PACE, INC                                                               ",17,198,202,1,0,Siouxland PACE,Siouxland PACE,,
Iowa,IA,2017,"",Program of All-Inclusive Care for the Elderly (PACE),PACE (Program of All-inclusive Care for the Elderly (PACE)),PACE,"Available in these counties: Harrison, Mills, Pottawattamie, Cherokee, Monona, Plymouth, Woodbury, Boone, Dallas, Jasper, Marshall, Madison, Marion, Polk, Story, Warren.",24,328,352,PACE,"",0,*0703536,IMMANUEL PATHWAYS,17,175,299,1,0,Immanuel,Immanuel Pathways,,
Iowa,IA,2017,"",Dental only (PAHP),Dental Wellness Plan (Dental only (PAHP)),Delta Dental of Iowa,Statewide,123578,0,123578,Delta Dental Plans Association,"",0,*0705671,DELTA DENTAL OF IOWA,14,346698,338824,1,0,Delta Dental,Delta Dental of Iowa,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0705760,SHENANDOAH PHYSICIANS CLINIC,70,3,,0,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0706022,RIVER HILLS COMM HEALTH OTTUMWA,70,1,,,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0706024,RIVER HILLS COMM HEALTH RICHLAND,70,6,,0,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"",Program of All-Inclusive Care for the Elderly (PACE),PACE (Program of All-inclusive Care for the Elderly (PACE)),PACE,"Available in these counties: Harrison, Mills, Pottawattamie, Cherokee, Monona, Plymouth, Woodbury, Boone, Dallas, Jasper, Marshall, Madison, Marion, Polk, Story, Warren.",,,,PACE,"",0,*0706542,IMMANUEL PATHWAYS,17,123,,1,0,Immanuel,Immanuel Pathways,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0706652,MERCY CLINICS CAMPUS,70,1,,,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0706658,MERCY CLINICS BEAVERDALE,70,1,,,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0706674,MERCYONE BONE DENSITY TESTING,70,1,,,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0706680,MERCY CLINICS INDIANOLA,70,1,,,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0707407,ABBE CENTER FOR COMM MENTAL HEALTH,70,82,,0,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0707415,SIOUXLAND MENTAL HLTH CTR,70,94,,0,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0707417,HEARTLAND FAMILY SERVICE,70,14,,0,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0707421,ORCHARD PLACE CHILD GUIDANCE CENTER,70,51,,0,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0707423,WAUBONSIE MENTAL HLTH CTR,70,19,,0,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0707424,ROBERT YOUNG CENTER,70,49,,0,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0707425,CHILDRENS SQUARE USA,70,34,,0,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0707426,BRIDGEVIEW COMMUNITY HEALTH,70,5,,0,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0707427,BERRYHILL CENTER IHH,70,15,,0,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0707428,YOUNG HOUSE FAMILY SERVICES,70,12,,0,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0707429,BLACK HAWK-GRUNDY MHI CTR,70,17,,0,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0707431,CHILDRENS AND FAMILIES OF IOWA,70,17,,0,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0707432,BROADLAWNS MEDICAL CENTER,70,26,,0,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0707433,PLAINS AREA MENTAL HEALTH,70,104,,0,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0707434,CENTER ASSOCIATES,70,23,,0,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0707435,HILLCREST FAMILY SERVICES,70,232,,0,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0707436,SOUTHWEST IOWA MENTAL HEALTH CENTER,70,16,,0,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0707438,CAPSTONE BEHAVIORAL HEALTH,70,12,,0,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0707439,COMMUNITY HEALTH CENTERS OF S IA,70,13,,0,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0707440,UIHC CHSC,70,127,,0,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0707441,COMMUNITY SUPPORT ADVOCATES,70,29,,0,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0707442,COUNSELING ASSOCIATES,70,13,,0,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0707443,EYERLY BALL,70,80,,0,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
